"Property Identification Number","Address","Zip Code","Managing Organization","Owership Status","Building","Zoning","Ward","Community Area","Date Property Was Added","Deed Status","Date Property Was Purchased","Date Property  Was Sold","Date of  Last Update","Event","AIS Category","EDR Complete"
"25-21-405-008-0000","103 W 115TH ST","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","09/26/2006","-","11/02/2021","-","-","N"
"25-21-402-008-0000","11515 S PRINCETON AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","02/17/2012","-","11/02/2021","-","-","N"
"20-33-121-011-0000","8115 S NORMAL AVE","60620","None","Owned by City","-","RS-3","21","CHATHAM","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-34-223-024-0000","8116 S COTTAGE GROVE AVE","60619","-","Owned by City","-","B3-2","08","CHATHAM","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"21-31-218-010-0000","8117 S ESCANABA AVE","60617","-","Owned by City","-","RS-3","07","SOUTH CHICAGO","06/23/2017","Partially Verified","07/11/2012","-","11/02/2021","-","-","N"
"20-34-223-025-0000","8120 S COTTAGE GROVE AVE","60619","-","Owned by City","-","B3-2","08","CHATHAM","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-029-0000","8134 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-030-0000","8136 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-031-0000","8138 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-032-0000","8142 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-033-0000","8144 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-034-0000","8146 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-035-0000","8148 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-037-0000","8156 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-038-0000","8150 S STONY ISLAND AVE","60617","-","Owned by City","-","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-35-223-039-0000","8154 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","C2-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-33-116-014-0000","8137 S HALSTED ST","60620","-","Owned by City","-","C1-2","21","AUBURN GRESHAM","06/23/2017","Partially Verified","06/18/1998","-","11/02/2021","-","-","N"
"20-33-116-015-0000","8139 S HALSTED ST","60620","-","Owned by City","-","C1-2","21","AUBURN GRESHAM","06/23/2017","Partially Verified","10/06/2004","-","11/02/2021","-","-","N"
"20-33-121-028-0000","8139 S NORMAL AVE","60620","None","Owned by City","-","RS-3","21","CHATHAM","06/23/2017","Partially Verified","04/26/2005","-","11/02/2021","-","-","N"
"20-36-114-031-0000","8141 S ANTHONY AVE","0","-","Owned by City","-","M1-2","08","AVALON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-33-121-051-0000","501 W 81ST PL","60620","None","Owned by City","-","RS-3","21","CHATHAM","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-06-207-037-0000","8842 S ESCANABA AVE","60617","-","Owned by City","-","RT-4","10","SOUTH CHICAGO","06/23/2017","Partially Verified","01/15/2009","-","11/02/2021","-","-","N"
"26-06-112-043-0000","8844 S SAGINAW AVE","60617","-","Owned by City","-","RT-4","07","SOUTH CHICAGO","06/23/2017","Partially Verified","08/05/1986","-","11/02/2021","-","-","N"
"26-05-306-009-0000","9516 S AVENUE N","60617","-","Owned by City","-","PMD 6","10","EAST SIDE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-007-0000","9530 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-008-0000","9534 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-009-0000","9540 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-010-0000","9544 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-011-0000","9550 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-08-202-012-0000","9556 S GENOA AVE","60643","AIS","Owned by City","Y","M1-1","21","WASHINGTON HEIGHTS","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-308-031-0000","9542 S AVENUE L","60617","None","Owned by City","-","RS-3","10","EAST SIDE","06/23/2017","Partially Verified","05/29/1997","-","11/02/2021","-","-","N"
"26-08-328-043-0000","10556 S AVENUE L","60617","-","Owned by City","-","POS-2","10","EAST SIDE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-08-328-044-0000","10558 S AVENUE L","60617","-","Owned by City","-","POS-2","10","EAST SIDE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-16-213-027-0000","10605 S WENTWORTH AVE","60628","-","Owned by City","-","RS-3","34","ROSELAND","06/23/2017","Partially Verified","08/14/2012","-","11/02/2021","-","-","N"
"26-17-102-013-0000","10619 S AVENUE M","60617","-","Sold","-","RS-3","10","EAST SIDE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-16-218-002-0000","10641 S WENTWORTH AVE","60628","-","Owned by City","-","B3-1","34","ROSELAND","06/23/2017","Partially Verified","10/01/2014","-","11/02/2021","-","-","N"
"25-13-206-025-0000","10702 S TORRENCE AVE","60617","-","Owned by City","-","C1-1","10","SOUTH DEERING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-13-206-026-0000","10706 S TORRENCE AVE","60617","-","Owned by City","-","C1-1","10","SOUTH DEERING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-302-037-0000","10709 S MICHIGAN AVE","60628","-","Owned by City","-","B3-2","09","ROSELAND","06/23/2017","Partially Verified","01/20/2005","-","11/02/2021","-","-","N"
"20-20-310-021-0000","6806 S BISHOP ST","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","01/31/2013","-","11/02/2021","-","-","N"
"20-20-315-024-0000","6810 S RACINE AVE","60636","-","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","02/13/2002","-","11/02/2021","-","-","N"
"20-20-415-028-0000","6814 S HALSTED ST","0","-","Owned by City","-","B3-2","06","ENGLEWOOD","06/23/2017","Partially Verified","04/02/2002","-","11/02/2021","-","-","N"
"20-20-311-023-0000","6812 S LOOMIS BLVD","60636","-","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","06/25/2010","-","11/02/2021","-","-","N"
"20-20-312-024-0000","6812 S ADA ST","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","01/31/2013","-","11/02/2021","-","-","N"
"20-21-306-003-0000","6813 S HALSTED ST","60621","-","Sold","-","B1-2","06","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-21-306-004-0000","6817 S HALSTED ST","60621","-","Sold","-","B1-2","06","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-17-214-002-0000","5605 S PEORIA ST","60621","DPD - Large Lots","Sold","-","RS-3","20","ENGLEWOOD","06/23/2017","Unverified","-","03/06/2018","11/02/2021","-","-","N"
"20-18-215-025-0000","5606 S ASHLAND AVE","60636","-","Owned by City","-","B3-2","16","WEST ENGLEWOOD","06/23/2017","Partially Verified","08/04/2005","-","11/02/2021","-","-","N"
"20-17-211-035-0000","5630 S MORGAN ST","60621","None","Owned by City","-","RS-3","16","ENGLEWOOD","06/23/2017","Partially Verified","08/02/2006","-","11/02/2021","-","-","N"
"20-17-211-012-0000","5631 S CARPENTER ST","60621","DPD - Large Lots","Owned by City","-","RS-3","16","ENGLEWOOD","06/23/2017","Unverified","-","-","11/04/2021","-","A","Y"
"20-16-204-055-0000","5632 S LA SALLE ST","60621","None","Owned by City","-","RS-3","03","ENGLEWOOD","06/23/2017","Partially Verified","02/05/2002","-","11/02/2021","-","-","N"
"20-18-214-013-0000","5633 S PAULINA ST","60636","DPD - Large Lots","Sold","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Unverified","-","05/05/2021","11/02/2021","-","-","N"
"20-16-206-037-0000","5633 S PERRY AVE","60621","None","Owned by City","-","RS-3","03","WASHINGTON PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-16-204-022-0000","5633 S WENTWORTH AVE","60621","-","Owned by City","-","B3-1","03","ENGLEWOOD","06/23/2017","Partially Verified","01/09/2002","-","11/02/2021","-","-","N"
"20-17-115-014-0000","5633 S ELIZABETH ST","60636","None","Owned by City","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Partially Verified","09/07/2006","-","11/02/2021","-","-","N"
"20-17-210-014-0000","5635 S ABERDEEN ST","60621","None","Owned by City","-","RS-3","16","ENGLEWOOD","06/23/2017","Partially Verified","12/15/1995","-","11/02/2021","-","-","N"
"20-18-112-031-0000","5636 S DAMEN AVE","60636","None","Owned by City","-","RS-3","15","WEST ENGLEWOOD","06/23/2017","Partially Verified","02/01/1999","-","11/02/2021","-","-","N"
"20-17-111-037-0000","5636 S LOOMIS BLVD","60636","DPD - Large Lots","Sold","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Unverified","-","11/22/2017","11/02/2021","-","-","N"
"20-18-111-013-0000","5637 S HOYNE AVE","60636","None","Owned by City","-","RS-3","15","WEST ENGLEWOOD","06/23/2017","Partially Verified","05/12/2004","-","11/02/2021","-","-","N"
"20-17-109-014-0000","5637 S JUSTINE ST","60636","None","Owned by City","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Partially Verified","06/08/2006","-","11/02/2021","-","-","N"
"20-17-112-016-0000","5637 S LOOMIS BLVD","60636","DPD - Large Lots","Sold","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Unverified","-","12/08/2017","11/02/2021","-","-","N"
"16-17-203-011-0000","5701 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-203-050-0000","5735 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-204-001-0000","5681 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-204-002-0000","5673 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-204-003-0000","5667 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-204-004-0000","5665 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-17-204-005-0000","5663 W MADISON ST","60644","AIS","Owned by City","Y","PD 828","29","AUSTIN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-16-111-025-0000","5675 S NORMAL BLVD","60621","-","Sold","-","RS-3","20","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"14-05-322-013-0000","5700 N RIDGE AVE","60660","-","Owned by City","-","B1-2","48","EDGEWATER","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-16-212-001-0000","5701 S WENTWORTH AVE","60621","-","Sold","-","C1-1","20","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-17-217-028-0000","5702 S ABERDEEN ST","60621","None","Owned by City","-","RS-3","16","ENGLEWOOD","06/23/2017","Partially Verified","08/05/2011","-","11/02/2021","-","-","N"
"20-18-221-026-0000","5702 S PAULINA ST","60636","None","Owned by City","-","RS-3","15","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/20/2012","-","11/02/2021","-","-","N"
"20-17-121-002-0000","5703 S ADA ST","60636","DPD - Large Lots","Sold","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Unverified","-","11/14/2017","11/02/2021","-","-","N"
"20-17-218-027-0000","5706 S CARPENTER ST","60621","DPD - Large Lots","Sold","-","RS-3","16","ENGLEWOOD","06/23/2017","Unverified","-","12/08/2017","11/02/2021","-","-","N"
"20-17-118-003-0000","5707 S LAFLIN ST","60636","None","Owned by City","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Partially Verified","05/25/0010","-","11/02/2021","-","-","N"
"20-18-222-026-0000","5708 S MARSHFIELD AVE","60636","-","Owned by City","-","RS-3","16","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/13/2012","-","11/02/2021","-","-","N"
"20-03-304-042-0000","4352 S CALUMET AVE","60653","-","Sold","-","POS-2","03","GRAND BOULEVARD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"19-34-303-001-0000","4447 W 84TH ST","0","-","Owned by City","-","RS-2","18","ASHBURN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-04-416-010-0000","4453 S PRINCETON AVE","60609","None","Owned by City","-","RS-3","03","FULLER PARK","06/23/2017","Unverified","-","-","11/02/2021","Signal","-","N"
"20-04-415-029-0000","4460 S PRINCETON AVE","60609","None","Owned by City","-","RS-3","03","FULLER PARK","06/23/2017","Unverified","-","-","11/02/2021","Signal","-","N"
"20-04-415-013-0000","4461 S SHIELDS AVE","60609","None","Owned by City","-","RS-3","3","FULLER PARK","06/23/2017","Unverified","-","-","11/02/2021","Signal","-","N"
"16-15-128-015-0000","4522 W CONGRESS PKWY","60624","None","Owned by City","-","RT-4","28","WEST GARFIELD PARK","06/23/2017","Partially Verified","03/12/1998","-","11/02/2021","-","-","N"
"13-14-107-003-0000","4625 N PULASKI RD","60630","AIS","Owned by City","Y","B1-1","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-048-0000","4704 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-049-0000","4702 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-050-0000","4660 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-051-0000","4658 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-052-0000","4654 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-054-0000","4648 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-056-0000","4644 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"13-15-207-059-0000","4636 N PULASKI RD","60630","AIS","Owned by City","Y","PD 831","39","ALBANY PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-20-128-029-0000","11752 S AVENUE H -N","0","DPD - Open Space","Owned by City","-","-","-","-","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-21-427-014-0000","11835 S LA SALLE ST","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","07/30/1996","-","11/02/2021","-","-","N"
"25-21-426-022-0000","11838 S LA SALLE ST","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","05/28/2002","-","11/02/2021","-","-","N"
"25-19-414-034-0000","11846 S WATKINS AVE","60643","None","Owned by City","-","RS-2","34","MORGAN PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"21-32-206-033-0000","8436 S MACKINAW AVE","60617","DPD - Real Estate","Sold","-","RT-4","10","SOUTH CHICAGO","06/23/2017","Unverified","-","01/26/2017","11/02/2021","-","-","N"
"25-09-427-020-0000","10210 S LA SALLE ST","60628","None","Owned by City","-","RS-2","09","ROSELAND","06/23/2017","Partially Verified","01/07/2014","-","11/02/2021","-","-","N"
"25-16-105-001-0000","455 W 103RD ST","60628","None","Owned by City","-","RS-3","34","ROSELAND","06/23/2017","Partially Verified","02/23/2016","-","11/02/2021","-","-","N"
"25-16-500-005-0000","334 W 104TH PL","60628","-","Owned by City","-","RS-2","34","ROSELAND","06/23/2017","Partially Verified","10/03/2001","-","11/02/2021","-","-","N"
"25-16-500-006-0000","348 W 105TH ST","60628","-","Owned by City","-","RS-2","34","ROSELAND","06/23/2017","Partially Verified","10/03/2001","-","11/02/2021","-","-","N"
"25-16-500-007-0000","348 W 105TH ST","60628","None","Owned by City","-","RS-2","34","ROSELAND","06/23/2017","Partially Verified","08/16/1911","-","11/02/2021","Signal","-","N"
"25-20-218-005-0000","11349 S RACINE AVE","60643","-","Owned by City","-","RS-2","34","MORGAN PARK","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-21-307-023-0000","508 W 116TH ST","60628","None","Owned by City","-","RS-2","34","WEST PULLMAN","06/23/2017","Partially Verified","05/17/2007","-","11/02/2021","-","-","N"
"25-21-323-004-0000","547 W 117TH ST","60628","-","Owned by City","-","RS-2","34","WEST PULLMAN","06/23/2017","Partially Verified","04/21/2009","-","11/02/2021","-","-","N"
"25-21-414-014-0000","11739 S STEWART AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","08/22/2012","-","11/02/2021","-","-","N"
"25-22-228-022-0000","657 E 114TH ST","0","-","Sold","-","M1-1","09","PULLMAN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-29-207-005-0000","12100 S PEORIA ST","0","-","Owned by City","-","PMD 10","34","WEST PULLMAN","06/23/2017","Partially Verified","03/30/1998","-","11/02/2021","-","-","N"
"26-05-100-038-0000","8740 S BUFFALO AVE","60617","None","Owned by City","-","RS-2","10","SOUTH CHICAGO","06/23/2017","Partially Verified","11/11/2011","-","11/02/2021","-","-","N"
"26-06-105-003-0000","8707 S SAGINAW AVE","60617","-","Owned by City","-","B3-1","07","SOUTH CHICAGO","06/23/2017","Partially Verified","05/13/2011","-","11/02/2021","-","-","N"
"26-30-301-060-0000","12625 S SAGINAW AVE","60633","-","Owned by City","-","RS-2","10","HEGEWISCH","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-34-406-019-0000","13424 S MARYLAND AVE","60827","None","Owned by City","-","RS-2","09","RIVERDALE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-36-406-011-0000","13429 S CALHOUN AVE","0","-","Owned by City","-","-","-","-","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-36-406-012-0000","13433 S CALHOUN AVE","0","-","Owned by City","-","-","-","-","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-34-407-010-0000","13431 S MARYLAND AVE","0","None","Owned by City","-","RS-2","09","RIVERDALE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-34-304-002-0000","13400 S ST LAWRENCE AVE","0","-","Owned by City","-","M1-1","09","RIVERDALE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-34-406-026-0000","13430 S MARYLAND AVE","60827","None","Owned by City","-","RS-2","09","RIVERDALE","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-211-025-0000","7238 S WENTWORTH AVE","60621","DPD - Large Lots","Owned by City","-","C1-2","06","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"21-31-106-023-0000","7953 S MARQUETTE AVE","60617","-","Owned by City","-","RT-4","07","SOUTH CHICAGO","06/23/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"25-28-101-027-0000","11920 S UNION AVE -N","60628","DOH","Sold","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","12/06/2019","11/02/2021","-","-","N"
"25-28-101-028-0000","11924 S UNION AVE -N","60628","DOH","Sold","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","12/06/2019","11/02/2021","-","-","N"
"25-27-126-029-0000","12200 S MICHIGAN AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","07/10/2002","-","11/02/2021","-","-","N"
"25-28-102-009-0000","11915 S UNION AVE","60628","-","Sold","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","04/25/2005","06/14/2016","11/02/2021","-","-","N"
"25-28-106-026-0000","11918 S EGGLESTON AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","04/20/2007","-","11/02/2021","-","-","N"
"25-28-204-023-0000","11914 S LA SALLE ST","60628","-","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","02/26/2016","-","11/02/2021","-","-","N"
"25-28-204-024-0000","11918 S LA SALLE ST","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","02/26/2016","-","11/02/2021","-","-","N"
"25-28-107-014-0000","11927 S EGGLESTON AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"25-28-107-015-0000","11929 S EGGLESTON AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"25-28-104-031-0000","11928 S PARNELL AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","05/16/2007","-","11/02/2021","-","-","N"
"25-27-126-030-0000","12204 S MICHIGAN AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","07/10/2002","-","11/02/2021","-","-","N"
"25-27-126-041-0000","12208 S MICHIGAN AVE","60628","None","Owned by City","-","RS-3","09","WEST PULLMAN","06/23/2017","Partially Verified","06/03/2002","-","11/02/2021","-","-","N"
"25-25-210-049-0000","12326 S OGLESBY AVE","0","-","Owned by City","-","-","-","-","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-101-030-0000","11928 S UNION AVE -N","60628","DOH","Sold","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","12/06/2019","11/02/2021","-","-","N"
"25-28-101-017-0000","11929 S EMERALD AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","02/01/2005","-","11/02/2021","-","-","N"
"25-28-106-014-0000","11931 S NORMAL AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","09/20/2010","-","11/02/2021","-","-","N"
"25-28-104-034-0000","11936 S PARNELL AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Partially Verified","04/23/2002","-","11/02/2021","-","-","N"
"25-28-103-018-0000","11939 S LOWE AVE","60628","DPD - Large Lots","Owned by City","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-102-019-0000","-","-","-","Sold","-","-","-","-","06/23/2017","Partially Verified","07/30/1979","07/07/2015","11/02/2021","-","-","N"
"25-28-101-036-0000","11942 S UNION AVE -N","60628","DOH","Sold","-","RS-3","34","WEST PULLMAN","06/23/2017","Unverified","-","12/06/2019","11/02/2021","-","-","N"
"20-19-312-006-0000","6815 S OAKLEY AVE","60636","None","Owned by City","-","RS-2","17","CHICAGO LAWN","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-21-317-007-0000","6918 S PARNELL AVE","60621","None","Owned by City","-","RT-4","06","ENGLEWOOD","06/23/2017","Partially Verified","03/18/1997","-","11/02/2021","-","-","N"
"20-19-422-030-0000","6920 S MARSHFIELD AVE","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","10/08/2004","-","11/02/2021","-","-","N"
"20-19-416-005-0000","6921 S DAMEN AVE","60636","-","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","10/11/2011","-","11/02/2021","-","-","N"
"20-21-416-008-0000","6921 S PERRY AVE","60621","-","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-417-007-0000","6921 S WINCHESTER AVE","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/07/2012","-","11/02/2021","-","-","N"
"20-19-417-008-0000","6923 S WINCHESTER AVE","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/07/2012","-","11/02/2021","-","-","N"
"20-20-322-027-0000","6922 S ELIZABETH ST","60636","DPD - Large Lots","Owned by City","-","RS-3","06","WEST ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-419-033-0000","6922 S WOOD ST","60636","None","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Partially Verified","03/03/2005","-","11/02/2021","-","-","N"
"20-20-417-010-0000","6923 S MAY ST","60621","DPD - Large Lots","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-21-413-033-0000","6920 S PRINCETON AVE","60621","-","Owned by City","-","PD 137","06","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-20-417-034-0000","6930 S ABERDEEN ST","60621","DPD - Large Lots","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-19-409-048-0000","6930 S WOLCOTT AVE","60636","DPD - Large Lots","Owned by City","-","RS-3","17","WEST ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-20-419-019-0000","6931 S CARPENTER ST","60621","-","Owned by City","-","RS-3","06","ENGLEWOOD","06/23/2017","Partially Verified","06/21/2016","-","11/02/2021","-","-","N"
"20-21-412-010-0000","6931 S HARVARD AVE","60621","None","Owned by City","-","RT-4","06","GREATER GRAND CROSSING","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-20-323-010-0000","6933 S ELIZABETH ST","60636","DPD - Large Lots","Owned by City","-","RS-3","06","WEST ENGLEWOOD","06/23/2017","Unverified","-","-","11/02/2021","-","-","N"
